,text,intent
3239,sdt e ạ xxxxx 405 13 trường chinh,2
3240,size s ạ,2
3241,màu đen ạ,2
3242,quàn này on k ơi,3
3243,áo còn k ạ,3
3244,liên hệ tư vấn viên,5
3245,áo này còn k ạ,3
3246,c ơi e đặt áo kem 115 nha,6
3247,chuyển tiền đầm cam size l nhé shop,2
3248,quần mã 29 còn size 29 không shop oi,3
3249,shop ơi mình đặt 1 legging size xl gửi kèm với đồ đang giữ cho mình nhé shop,6
3250,bên em còn quần leging size xl không em,3
3251,13 nguyễn khả trạc hoà châu hoà vang đà nẵng em nhé,2
3252,xem giúp chị áo đen ở trên còn k,3
3253,quần guci,2
3254,quần này size xl còn k shop,3
3255,áo này còn k shop,3
3256,mông 105 đặt size gì vừa shop,3
3257,quần trắng còn k em,3
3258,giá áo bn em,3
3259,13 nguyễn khả trạc hoà châu hoà vang đà nẵng,2
3260,áo còn k ạ,3
3261,áo trắng với bộ màu quần trắng áo đen còn k shop,3
3262,đã chuyển 65 nghìn quần nịt bụng ạ,2
3263,mình chốt màu kem,6
3264,bên em còn quần tây lưng cao xl không hôm bữa c mua xl mặc vừa mà bên em ít làm size xl he,3
3265,và nếu còn 55 kg cao 1 6 mông 105 mặc vừa k ạ,3
3266,mẫu này còn k ạ,3
3267,get started,0
3268,alô shop,0
3269,còn mẫu đồng hồ này ko ạ,3
3270,chị oi,5
3271,chai này ạ có gì check kho giúp em em mua chai này nha,3
3272,em chưa có đơn trên live em coi lại live thôi nên em hỏi còn ko em muốn mua chai nc hoa đó,3
3273,chị ơi cho em hỏi bên mình còn nước hoa nam cái chai màu xanh hình cơ thể nam ko chị,3
3274,em đặt 1 chai ạ,6
3275,có bạn nãy gọi chốt đơn của em ảo nỉ màu tím nếu còn hàng gửi em cái áo giống hình ạ,3
3276,con ko e,3
3277,liên hệ tư vấn viên,5
3278,liên hệ tư vấn viên,5
3279,get started,0
3280,smi trắg bn c,3
3281,c ơi đầm nỳ còn k j,3
3282,chị iu ơi túi này còn ko ạ,3
3283,cho e hỏi mẫu này còn k ạ,3
3284,get started,0
3285,50kg 1m65 mặc size j ạ,3
3286,có quần legging k shop,3
3287,e nhận hàng có 2 hộp mứt bị móp vs rách vỏ mình gởi giúp e 2 vỏ thay vs ạ,4
3288,nên c cho e sđt nạp nha,3
3289,tdp2 tt kiến đức huyện đăk,2
3290,r lấp tỉnh đăk nôngxxxxx,2
3291,váy hoa thêm 1 màu kem,6
3292,e chốt,6
3293,và áo sơ mi trắng và sọc đen size m,2
3294,đồng hồ 299k còn không shop,3
3295,dạ e chốt size s go i a p phu o c hoa b tt cu lao dung cu lao dung so c tra ngxxxxx,6
3296,còn màu đen không shop,3
3297,e chốt 4 hộp go i đi a chi a p phu o c hoa b tt cu lao dung cu lao dung so c tra ngxxxxx,6
3298,bên shop còn hộp mức tết không,3
3299,e chốt 2 set size s gởi địa chỉ ấp phước hoà b tt cù lao dung cù lao dung sóc trăngxxxxx,6
3300,gởi ấp phước hoà b tt cù lao dung cù lao dung sóc trăngxxxxx,2
3301,e chốt trắng,6
3302,set vest này còn trắng không c,3
3303,sét này còn không c e chốt địa chỉ cũ nhé,3
3304,get started,0
3305,liên hệ tư vấn viên,5
3306,còn không shop,3
3307,get started,0
3308,còn đầm này không ạ mình chốt đầm hồng,3
3309,get started,0
3310,cho e hỏi 3 mẫu này còn không,3
3311,đầm này còn không ạ e chốt,3
3312,get started,0
3313,e lấy đầm dây màu vàng nhe,6
3314,e chốt 2 mẫu này,6
3315,get started,0
3316,gởi địa chỉ này giúp e ấp phước hoà b tt cù lao dung cù lao dung sóc trăngxxxxx,2
3317,áo đỏ,2
3318,nguyên sét này quần s áo trắng,2
3319,e chốt 2 đầm này ạ,6
3320,hoa vàng còn không ạ,3
3321,get started,0
3322,gởi địa chỉ ấp phước hoà b tt cù lao dung cù lao dung sóc trăngxxxxx,2
3323,dạ vậy e chốt 2 set,6
3324,e chốt sét hồng vàng xanh,6
3325,2 sét này còn không ạ,3
3326,c chốt thêm đồ bộ hôm trước live nữa nha c,6
3327,dạ e lấy size 35,2
3328,chị ơi e chốt đôi màu đỏ,6
3329,get started,0
3330,size s,2
3331,và cái đầm tầng màu nude 220k live đó xoá rồi nên em không lấy hình được,2
3332,em có đặt áo này mà điện thoại em không nghe máy e chốt áo này gởi theo địa chỉ này giúp em ấp phước hoà b tt cù lao dung cù lao dung sóc trăng,6
3333,chốt hôm nay 2 áo 125k nữa,6
3334,còn không chị,3
3335,đầm này còn không chị e chốt đầm nàyxxxxx địa chỉ ấp phước hoà b tt cù lao dung cù lao dung sóc trăng,3
3336,chị ơi 2 áo này còn chốt cho em nha chị địa chỉ chị có rồi ạ,6
3337,4 se t nha chị,2
3338,gởi ấp phước hoà b tt cù lao dung cù lao dung sóc trăng sđtxxxxx,2
3339,mình lấy đầm đen 140k nha,6
3340,đầm mã 01 đen sz l 199k,2
3341,dia chj la to 11 ap 1 an hoa bjen hoa dong nai,2
3342,size l,2
3343,chj lay mau den e,6
3344,trag den j cg dc,2
3345,vay con trag hay den j ko e,3
3346,con thi cho chi dat 1 kai size l màu kem lun e,3
3347,vay con ko cho chi dat lai i,3
3348,dam mã 01 ah e mau kem size l,2
3349,vay con dam nay ko e chi co dat tren live ma ki vay ta,3
3350,vay dam nay con ko,3
3351,con ko chj oi,3
3352,vay dam den nay e,2
3353,58 kg vua ko e,3
3354,dam nay con ko e,3
3355,e oi,5
3356,ao nay con ko chj oi,3
3357,kính chanel còn ko lấy 1 cái lun,3
3358,giờ thì thêm cái váy vàng nữa nên hộp 3 cái này gửi lun nhé,6
3359,3 món,2
3360,vàng nhoa,2
3361,lấy đầm mã 07 này nhé màu nào cũng dc,6
3362,thêm 2 này nữa nhé có size thì lấy lun quần jean size 26 và sét nhung size s,6
3363,quần này còn size 26 ko và đầm còn size s ko chị lấy,3
3364,mấy sét chị gửi là ko chốt dc trên live nên giờ chị hỏi còn size s ko chị lấy chị chỉ chốt dc 1 se t trên live thôi,3
3365,với đầm vàng mã 31 size m nhá,2
3366,sét nhung size s này nữa nhá,2
3367,với đầm vàng mã 34 size m 139k,2
3368,lấy quần jean size 26,6
3369,3 sp này còn size s ko shop ơi mình chốt trên live mà ko thấy kêu tên,3
3370,vậy số kg 44 bận vừa ko s,3
3371,44kg 1m53 bận rộng ko shop ơi,3
3372,cho mình xin giá áo len nhé,3
3373,áo len mickey có size ko ạ,3
3374,jean đen còn size s ko s,3
3375,áo len mickey có size ko ạ,3
3376,áo len mi kêu có size ko ăn,3
3377,jean đen còn size s ko s,3
3378,áo len còn ko shop ơi 44kg bận vừa ko cho xin giá luôn nhoa,3
3379,size m,2
3380,đam tra ngxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3381,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3382,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3383,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3384,đam tra ngxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3385,dạ trắng,2
3386,đam trắngxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3387,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3388,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3389,vậy lấy màu đen thôi cũng đc,6
3390,lấy m 1 đen 1 trắng luôn,6
3391,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3392,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3393,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3394,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3395,đam đenxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3396,đam đenxxxxx 175 8 a p 3 xa hie p phu o c nha be tphcm,6
3397,ấp 3xã hiệp phước nhà bè tphcm,2
3398,đam đenxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3399,liên hệ tư vấn viên,5
3400,175 8a p 3 xa hie p phu o c nha be tphcm,2
3401,liên hệ tư vấn viên,5
3402,175 8ấp 3 xã hiệp phước nhà bè tphcm,2
3403,2đam 175 8 ấp 3 xã hiệp phước nhà bè tphcmxxxxx,6
3404,liên hệ tư vấn viên,5
3405,2đam 175 8 ấp 3 xã hiệp phước nhà bè tphcmxxxxx,6
3406,liên hệ tư vấn viên,5
3407,2 đầmxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3408,đam đenxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3409,liên hệ tư vấn viên,5
3410,đam đenxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3411,liên hệ tư vấn viên,5
3412,đam đenxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3413,liên hệ tư vấn viên,5
3414,đam đenxxxxx 175 8 ấp 3xa hiệp phước nhà bè tphcm,6
3415,chân váy đenxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3416,liên hệ tư vấn viên,5
3417,chân váy đenxxxxx ấp 3 xã hiệp phước nhà bè tphcm,6
3418,2 mẫu này còn ko shop,3
3419,liên hệ tư vấn viên,5
3420,liên hệ tư vấn viên,5
3421,liên hệ tư vấn viên,5
3422,mẫu nàyxxxxx 175 8 ấp 3 xã hiệp phước nhà bè tphcm,6
3423,liên hệ tư vấn viên,5
3424,liên hệ tư vấn viên,5
3425,liên hệ tư vấn viên,5
3426,còn ko ship,3
3427,liên hệ tư vấn viên,5
3428,mẫu này còn ko c,3
3429,mẫu này còn hàng ko shop,3
3430,liên hệ tư vấn viên,5
3431,mẫu này còn hàng ko shop,3
3432,mẫu này còn màu trắng ko shop,3
3433,lấy mau hồng nha,6
3434,175 8 ấp 3 xã hiệp phước nhà bè tphcm,2
3435,còn màu hồng ko c,3
3436,thêm 2màu này nữa nha,6
3437,lấy e hình 1 màu đỏ và hình 3 nha,6
3438,hình 3 còn ko shop,3
3439,liên hệ tư vấn viên,5
3440,175 8 ấp 3xã hiệp phước nhà bè tphcm,2
3441,mẫu này còn màu đen ko c,3
3442,vậy khi nào mẫu này có hang lại nhớ ship cho e với nhà c,3
3443,đầm màu vàng còn ko c,3
3444,chị ơi em vừa nhận đc hàng mà nó bị dinh những vết dơ e ko biết là giặt đc ko nữa,4
3445,ok chốt 2 cái màu nude,6
3446,thêm mẫu này nữa,6
3447,ok chốt cho e đi,6
3448,vay lay c đam caro voi mấy mẫu trên c gởi hi nh luôn,6
3449,mẫu nay con ko shop,3
3450,chi oi đe cho e cai đam nay voi,6
3451,shop oi con set nay ko de cho e 1 set voi cam on c,3
3452,em đổ cho chị bộ váy này nha áo size l quần sezi s chị ko mặc dc,7
3453,áo còn k chị,3
3454,áo bnh vậy shop,3
3455,màu hồng còn ko shop,3
3456,shop còn mẫu đầm đi tiệc nào gửi mẫu giúp e vs ạ,3
3457,đen này cũng hết lun hả c,3
3458,mẫu này còn ko shop,3
3459,sét này bnh ạ,3
3460,set này còn ko ạ,3
3461,rep ib chị ơi,5
3462,c tổ dân phố 2 đông hải phường ninh hải thị xã ninh hoà khánh hoà,2
3463,e đặt 2 cái hồng này nha,6
3464,check ib chị ơi,5
3465,lấy e đầm này nha,6
3466,eo 80 ngực 99 mông 90 vừa ko ạ,3
3467,mẫu này còn ko shop,3
3468,đầm còn ko shop,3
3469,mẫu này còn ko ạ,3
3470,mẫu này bnh ạ,3
3471,c mua áo khoác da sezi m giá 295k mà mặc vào bị chặt,4
3472,e ơi bên phương có hộ trợ đổi sezi ko,7
3473,tại c có 50 kg c lấy sezi l mặc đã rộng rồi,2
3474,c sezi l,2
3475,e còn 2 mẫu này ko,3
3476,get started,0
3477,cho c màu áo trắng quần hồng,6
3478,còn mẫu đó ko e,3
3479,mẫu này còn ko e,3
3480,mẫu này còn ko e,3
3481,72 huỳnh văn một hiệp tân tân phúxxxxx,2
3482,xxxxx,2
3483,lo 99 khu che xuat linh trung 1 p linh trung q thủ đức,2
3484,có gửi giúp mình 5 hộp nhà,3
3485,cho mình hỏi 6 hộp bao gồm mứt gì ah bữa vào xem live trễ nên chưa kịp nghe,3
3486,shop oi bữa mình đặt 5 mứt ko thấy gọi chốt đơn cho mình đặt với nha,6
3487,mình mới nhận hàng ao bra size 34 thử áo bị chật cho mình đổi 36 dc ko shop oi,7
3488,xxxxx,2
3489,lo 99 khu che xuat linh trung 1 p linh trung q thủ đức,2
3490,2 mẫu này con ko shop oi,3
3491,lo 99 khu che xuat linh trung 1 p linh trung q thủ đức,2
3492,1 áo dai mau vang 1 màu hồng,2
3493,ao dài nay con ko ship cho mình nha,3
3494,ao dai nay con ko ship cho mình 2 mau lun nha,3
3495,chot hàng giúp minh nhé,6
3496,lô 99 khu chế xuất linh trung 1 p linh trung q thủ đức,2
3497,còn màu đỏ lấy mình 1 mau đỏ nha bạn,3
3498,bên mình có sz lớn ko chị,3
3499,hom qa e conđơn đầm ma 2 sz s á có j lấy e cái đầm đỏ này lun nha bấm k dc lun,6
3500,2 mẫu này còn k ạ,3
3501,bao nhiêu ạ,3
3502,356 11 tổ 14 khu phố 2 phường trảng dài biên hoà shop thảo nguyên hằng,2
3503,z chị lấy e sz m đi c,6
3504,sz m em 44kg vừa k ạ,3
3505,chị ơi,5
3506,mẫu này còn k ạ,3
3507,còn thì lấy e lun nha c 54kg 1m54,2
3508,54kg mặc vua k ạ,3
3509,chị cái này còn màu đen k c,3
3510,ấp 1 xuân tâm xuân lộc đồng naixxxxx,2
3511,dạ lấy e 1 cái di ạ,6
3512,size s nha c,2
3513,còn thì lấy e 1 cái nha c,3
3514,chị ơi mẫu này còn hàng k ạ,3
3515,vay c lay sz m nha e,6
3516,mà nhung có co giãn đúng k e,3
3517,eo c 74 á mặc l vừa hok e,3
3518,vậy c lấy m nha,6
3519,mã 03 sz l,2
3520,vay mẫu 71 sz l còn k e,3
3521,mã 74 sz l còn k e,3
3522,e ơi,5
3523,sao nãy sip giao hàng cho c nói tới 368k á e,3
3524,bữa nhân viên đt cho c chốt 1 đầm sz l mã 02 á có 189k,2
3525,e oi,5
3526,c ơi,5
3527,túi đá hết lun hả shop,3
3528,mấy mẫu e gửi còn kg c,3
3529,quần này còn kg c,3
3530,đầm c để e cái đen e ghé lấy nha,6
3531,áo còn kg c,3
3532,con những màu nào ạ,3
3533,liên hệ tư vấn viên,5
3534,2 mẫu này còn kg c ơi,3
3535,get started,0
3536,mẫu này còn kg shop để e tí ghé lấy,3
3537,2 mẫu này còn kg c,3
3538,mẫu đó còn mày đen kg c,3
3539,chi ơi,5
3540,này còn đen og shop,3
3541,shop ơi,5
3542,để e cái lv màu trắng nha có j báo e lên lấy,6
3543,vậy để e 2 mẫu đó màu trăng luôn nha,6
3544,còn mẫu kia kg còn hả shop,3
3545,mẫu lv còn màu nào v c,3
3546,2 mẫu này còn kg shop ơi,3
3547,shop oi,5
3548,mẫu trên còn màu đen kg c,3
3549,c để e dầm đỏ nha,6
3550,c ơi,5
3551,để e 2 mẫu này nha shop,6
3552,2 mẫu này còn kg ạ,3
3553,mấy mẫu này còn kg c,3
3554,này còn kg c,3
3555,để e cái đen nha,6
3556,này còn kg c ơi,3
3557,mấy mầu này shop còn kg ạ,3
3558,chốt e đầm nay ah,6
3559,liên hệ tư vấn viên,5
3560,liên hệ tư vấn viên,5
3561,liên hệ tư vấn viên,5
3562,liên hệ tư vấn viên,5
3563,liên hệ tư vấn viên,5
3564,liên hệ tư vấn viên,5
3565,liên hệ tư vấn viên,5
3566,sét 225 ship 35 sao lại đi thu minh 300k la thế nào vậy shop,3
3567,shop cho mình hỏi chút sao lại thu tiền minh khác như la như thế nào vay ạh,4
3568,sét này còn ko ah,3
3569,liên hệ tư vấn viên,5
3570,mẫu này còn ko shop oi,3
3571,mẫu này con ko shop,3
3572,shop ơi,5
3573,cho e 2 hộp nha,6
3574,cho e 2 hộp mứt,6
3575,shop ơi,5
3576,80 59 124 du o ng qua ng ha m phu o ng 5 go va p ho chi minh,2
3577,c chốt,6
3578,cho e sz m,6
3579,còn đầm này,6
3580,vs set này nha,6
3581,áo đen,2
3582,còn đầm này sz m để e nha,3
3583,màu trắng,2
3584,áo mã 21 thiếu là áo này,2
